rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
1,Overpriced With No Noticeable Difference,"I have tried four other reishi products on the market to figure out the differences on my own. Here is what I found.<br /><br />Red reishi is very different from other kinds of reishi. The extraction process and mg content always differs according to manufacturer. Out of the four I have tried, the ground organic reishi was the one that I could feel a noticeable difference. However, there are two studies that suggest daily dosages of GROUND reishi for more than a month can cause liver failure. Other studies show that red reishi majorly benefits liver issues. So I chose this tea thinking, hey, its a tea bag, right? So maybe this product is exempt.<br /><br />Wrong. It comes beautifully packaged in these tiny powdered tea packets, so what I got was basically a quarter of the amount of reishi I actually got when I ordered the organic ground version from another company. Plus, it is still GROUND, posing a possible health risk if used in larger amounts (which I feel I need for the allergies I'm using it for). So if you're looking mainly for the health benefits, you are basically paying for the other added ingredients in the packet to make the bitter reishi powder palatable, such as licorice and stevia. The taste is good, but if I wanted good taste, I'd head to the grocery store. 1000 mg of reishi in these tiny packs is just not going to cut it.<br /><br />I will be going back to my organic ground reishi, albeit with a tea strainer of some kind. If you're going for taste, this tea is nice. Other than that, you are just buying the pretty packaging in my honest opinion.",[],B00MMHV878,B0BCZDNTXD,AG2L7H23R5LLKDKLBEF2Q3L2MVDA,2015-12-18 16:30:52.000,26,True
1,FAKE and tastes it!,DO NOT buy this coconut water if you have SOY ALLERGY or want the real thing. The 'NATURAL FLAVOURS' in it is LIKELY soy-derived. Stick with other brands that get their water from Thailand or Phillipines and make sure ingredients are 100% coconut water.,[],B005G2FC50,B00HPT9CUS,AG2L7H23R5LLKDKLBEF2Q3L2MVDA,2014-11-17 20:15:09.000,0,False
5,so good. mix with soy sauce and seseme oil for ...,so good.  mix with soy sauce and seseme oil for a great sauce,[],B00UR6HALY,B07XGJR4BK,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,2016-04-06 17:47:22.000,0,True
5,Five Stars,widely considered the best green tea for the money,[],B000WB1YSE,B000WB1YSE,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,2016-02-29 19:01:34.000,1,True
5,LOVE IT,I really love this for cooking and baking! It does not have the coconut smell and taste as you might want... but I do not like my eggs tasting like coconut. I love this! =) great coconut oil without the coconut smell. =),[],B00C80IG5G,B00C80IG5G,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,2014-08-25 19:24:42.000,1,True
5,LOVE IT! YUM!,Amazing! I love this! THM (Trim Healthy Mama) recommended and they tasted just like regular pasta! Best ever!,[],B004YN7XKY,B004YN7XKY,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,2014-08-25 19:08:38.000,0,True
4,YUM but Small,YUM! Perfect color and taste! 1lb is very small. I was surprised to see the final size of the bag and amount that I got. A little expensive for the quantity. But delicious.,[],B0082K6KOK,B0082K6KOK,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,2014-08-25 19:07:22.000,0,True
5,LOVED these! Great Gift Idea!,"LOVED these! Great Gift Idea!<br />The package was smaller than I expected, but the caramels were yummy! Great addition to my kids stocking this year!",[],B079TRNVHX,B079TRNVHX,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,2020-12-01 14:00:55.882,1,True
5,The BOMB!,Buy them. They are the best.,[],B079TRNVHX,B079TRNVHX,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2023-01-26 21:09:04.447,0,True
2,Weird aftertaste,"I guess I am not a fan of any ""alternative"" sweetener so keep that in mind. This is a real objection. The slightly off-taste of the sweetener is too profound for me. Otherwise...these are brilliant and look and feel like they should. I had to throw the whole order away because of my dislike of the sweetener.",[],B07NQFHF93,B09NX8TT5H,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2023-01-26 21:05:50.856,0,True
4,Really good compared to the bad stuff.,I would give this 5 sars if it were just a little creamier but it wouldn't stop me from buying again.,[],B0BFZ4HJ1Z,B08ZMS1BX2,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2023-01-26 21:01:13.252,0,True
5,OMG...my new favorite go to.,"Get the variety pack. Just do it. Love the flavor, texture, and chewiness.",[],B085T4RJK8,B07NLMSNF2,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2023-01-26 21:00:12.550,0,True
5,Lovely and fresh olive oil.,"The smell, taste and viscosity of this oil was very nice. It makes a great salad oil with lemon and garlic. Quite mild  IMO.",[],B006U8PNIU,B07NLFDSFF,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2020-05-04 18:12:36.361,3,True
5,Yummy and versatile!,Just get it. If you love PB but your looking to cut back on fat and calories then this is it.,[],B01FYXCQ1S,B09BD4X5D2,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2019-09-06 15:26:38.041,0,True
5,Great coffee/Tea creamer,"I LOVE this product. It smells good, tastes good, and adds real creaminess. A great alternative to dairy creamers. It also adds some creaminess to my fruit smoothies. I highly recommend.",[],B07ML4R851,B0CCYNZ6FV,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2019-07-23 04:19:35.182,1,True
3,Three Stars,VERY sweet and acidic. I was hoping for a thicker consistency because it it quite watery.,[],B00MRC9HIA,B00MPX067C,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2018-02-22 16:38:06.997,0,True
4,Four Stars,Love it but it could be a little more robust. Definitely low on acidity as stated.,[],B0030IQ71A,B07MDTNZ66,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2018-02-22 16:33:14.462,0,True
5,Five Stars,fantastic,[],B075DHBTWK,B075DH1TZK,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2018-02-22 16:30:26.379,0,True
5,More Please!,The best tasting Nutritional Yeast on the planet.<br />I wish it would come in larger bags.,[],B00PJ3IPMI,B0B97CPJ67,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2017-09-09 23:16:57.759,0,True
3,Three Stars,Not bad...not great. It takes getting used to.,[],B006GCMI5Q,B006GCMI5Q,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2016-12-15 14:56:54.000,0,True
5,"Carmel, how could you go wrong?","Soft, not sticky with chunks of salt mixed in... Good choice!",[],B079TRNVHX,B079TRNVHX,AEM663T6XHZFWLODF4US2RCOCUSA,2020-12-04 04:20:05.759,0,True
5,Chocolate Nuts.,As always they knocked it put of the park with these. Chocolate covered anything is a winner!,[],B003VDB79Q,B0BSW7QVPH,AEM663T6XHZFWLODF4US2RCOCUSA,2020-12-04 04:15:50.903,0,True
4,Flavor of childhood!!,"I have loved the red raspberry flavor since I was a kid.  Hard to find, so when I saw these in bulk had to get them.",[],B01LYQUL7P,B0BLT8ZP3M,AFE337D2J37YRU5U6MVTVKNDKWDA,2022-04-23 20:53:24.078,0,False
4,Good as Mama's!,"The product arrived a day late.  As well as being soft they are delicious!!  My Mom and us kids got candy like this from my Grandma and she gave it to you on a spoon.  Every kid, grandkid, cousin or not.  We all got a spoonful of this gooey, delicious, golden candy for our own.  Only thing was we had to bring the spoon back empty!  If you didn't bring the spoon back you didn't get anymore and you had to go look for the spoon.",[],B079TRNVHX,B079TRNVHX,AFE337D2J37YRU5U6MVTVKNDKWDA,2020-08-26 20:22:37.859,1,True
1,This licorice is hard!!!,"I needed the cord and pieces for the Bluetooth headset we ordered.  Both of these pieces, arrived on time and as I ordered.  However, the licorice is hard as a rock and tasteless!  My husband is a big fan of soft licorice.  The WILEY WALLABY is not what he wanted.  The bag says soft and the product is anything but soft. calling the customer line did help.",[],B071HJCML6,B0BT2N7SB2,AFE337D2J37YRU5U6MVTVKNDKWDA,2020-07-27 17:28:26.415,0,True
5,Great TVP product,This stuff is great. You need to rehydrate before using. I've soaked it in milk and added it to cereral. Soaked it in broth and added it to pasta & red sauce. Soaked it in spicy teryaki and added it to rice noodles. It's very versatile and easy to use. Plus it's cheap and shelf stable (before soaking).,[],B07SPWJ8QH,B08M4BXF4X,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,2020-05-13 15:36:41.181,2,True
5,Great gift,I got these to give to my boyfriend for Valentine's day and he loves them!,[],B079TRNVHX,B079TRNVHX,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,2020-02-18 19:19:49.159,0,True
5,Good instant coffee,"I have to admit, I had very low expectations of this product due to less than stellar experiences with other instant coffees. I figured that if it's drinkable it will be okay. It's actually very good! It doesn't taste like a fresh cup of french press, but it's pretty tasty and is significantly better than some drip coffees - mellow, not bitter. I bought this to take to work as I don't have access to a coffee pot. The container is huge, but I'll be buying more when I run out.",[],B00796XQ90,B00UFMK45O,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,2018-09-06 01:14:49.930,3,True
5,great coffee at a great price.,Great coffee at a great price. Shipping was fast as well.,[],B00LY95FBU,B07LFJF6TR,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,2015-03-06 15:53:40.000,0,True
1,Worst I ever ate,Yuk! Waste of money purchase,[],B079YX1HGZ,B0C3WKSMXY,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,2021-12-28 19:31:16.459,0,True
4,A little too soft for my taste.,The best I have tried on Amazon. The 2nd best I have had.,[],B079TRNVHX,B079TRNVHX,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,2021-12-15 19:36:28.115,0,True
3,Only raspberry licorice I can find,It was good but not best licorice I have ever had.,[],B00JXU7EUM,B0BTGVRV5V,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,2021-12-12 19:11:59.637,0,True
5,Iced but melted before receiving,Delicious!! My favorite cheese. Wish it shipped with dry ice or more ice.,[],B0000D9N12,B0000D9N12,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,2021-09-10 20:14:24.059,0,True
5,Real butter taste,Always liked using this when microwaving veggies..it infuses with the steam.,[],B00DSACNLI,B00DSACNLI,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,2021-03-24 21:35:35.480,0,True
3,Three Stars,"Although delicious, this is a high price for 2 8 ounce bags.rip off price",[],B00IV6DYTO,B00IV6DYTO,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,2018-06-28 14:34:57.368,0,True
5,These are the best caramels,"Lancaster caramels used to be everywhere in my town of Vero Beach, but now they are no where to be found. I even called the Hersey Company to find the closest place to purchase them. They directed me to 2 stores but when I went to them they no longer had them. Can you tell I love them😋They are the best caramels I ever tasted and I've tried them all.",[],B00D8YLMXY,B00EDJBHPQ,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,2018-05-31 17:23:24.364,0,True
5,looks good,tastes great,[],B01BDI89SW,B0C5M5N6ML,AEWUBEVXD7CKWOQ46K56K7BIQPBQ,2020-12-12 16:55:08.526,0,True
5,delish!!!!,yummy,[],B079TRNVHX,B079TRNVHX,AEWUBEVXD7CKWOQ46K56K7BIQPBQ,2020-12-12 16:54:04.008,0,True
5,Great treats,These were absolutely delicious! My wife and I finished them in a few days. I would highly recommend these for yourself or a gift!,[],B079TRNVHX,B079TRNVHX,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,2019-10-13 02:47:05.526,0,True
5,Nice variety,A great little box that led me to getting a new morning drink. Drinks were fine even after being delivered in 90 degree weather.,[],B01BZV4XBE,B01BZV4XBE,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,2016-06-01 14:41:03.000,0,True
5,The best,It is best I have ever had!,[],B00MIK5NKM,B00MIK5NKM,AEAUZK2OLWXD75AWJOCCGGCL3H2A,2020-07-01 02:49:03.614,0,True
5,Ooie gooie,"Ever since I discovered salted caramel ice cream, I was in love.  Now I have a second love in Tara's sea salt caramels--wow!!!",[],B079TRNVHX,B079TRNVHX,AEAUZK2OLWXD75AWJOCCGGCL3H2A,2018-09-07 17:55:56.798,0,True
5,Really fun cake toppers,Great for our tool party! Adorable! Only wish they had a tape measure one too since our boy is obsessed:),[],B01IDQ5KZW,B01IDQ5KZW,AE74DYR3QUGVPZJ3P7RFWBGIX7XQ,2021-12-05 15:00:21.220,0,True
5,Yum,"Soft, chewy, delicious",[],B079TRNVHX,B079TRNVHX,AE74DYR3QUGVPZJ3P7RFWBGIX7XQ,2020-05-16 21:42:32.738,0,True
5,Great caramels,"Great buttery flavor, will purchase again.",[],B079TRNVHX,B079TRNVHX,AFAHVT5FXHSIGNDR7YZK3FOCW3YA,2019-10-25 17:04:23.747,0,True
1,Nasty,To salty,[],B079TRNVHX,B079TRNVHX,AFQLNQNQYFWQZPJQZS6V3NZU4QBQ,2020-11-22 22:33:22.751,0,True
1,Disappointed,"Extremely difficult to get paper off of caramels. I tried putting some in the refrigerator to see if that would help, but it did not. I would not purchase again.",[],B079TRNVHX,B079TRNVHX,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2022-11-18 03:15:09.007,0,True
4,Taste great,Taste great. Super crunchy.,[],B07R62BF31,B08RJ53PPF,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2020-10-21 16:40:29.131,1,True
5,Delicious,Delicious!!,[],B000GJQ5C2,B089WFDPYL,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2020-10-21 16:25:17.583,0,True
3,Not Worth The Money,Did not realize that the bottles were so small. Not worth the money.,[],B00ATUVIG6,B07BGJJYVB,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,2015-12-11 00:52:25.000,0,True
5,Look great and taste great!,My daughter says they are a must have in her daily snack tray. She loves the softness and great flavor. I have sent these to her as a gift numerous times and get a big smile each and every time!,[],B079TRNVHX,B079TRNVHX,AERGOXGAFZ2J3ZMHXVLZQGTW36RA,2021-06-27 19:53:42.612,0,True
5,Tasty,"So tasty! The packaging would have to be a little nicer for me to gift it, but the caramels themselves are delicious. I filled up my candy dish and had to order more!",[],B079TRNVHX,B079TRNVHX,AHVC23XPR4J63SSNSIRNG4H6AEWQ,2019-11-27 21:12:45.904,0,True
5,great gift!,"i bought these for my mom, she loves homemade carmels and i thought this would be good for her and she absolutly loves them. great gift!",[],B079TRNVHX,B079TRNVHX,AHNCL7NLOKEPI7UADY4TIXN3UTFA,2023-01-03 21:46:43.260,0,True
5,They judt melt in your mouth.,Loved them,[],B079TRNVHX,B079TRNVHX,AF7OANMNHQJC3PD4HRPX2FATECPA,2021-08-19 19:15:01.731,0,True
5,"Delicious, soft!",I’m buying more because they are so darn good!  They also have a mocha caramel that is delicious.,[],B079TRNVHX,B079TRNVHX,AFEAJQIVVIZCTKQNNHD73H7VQSPQ,2020-04-29 14:49:59.033,0,True
1,Six candies,The picture makes it look like there are a lot of chocolates but there are only a few and they weren’t very fresh.,[],B00G3XXPKK,B00G3XXPKK,AFEAJQIVVIZCTKQNNHD73H7VQSPQ,2020-04-29 14:48:05.731,1,True
5,Freshest I’ve had in years!,Very pleased with purchase. I almost expected them to be a bit hard/stale. They were not! Very soft/fresh.,[],B01LZ7J0I9,B0721FWKSB,AFVNEEPDEIH5SPUN5BWC6NKL3WNQ,2023-01-25 03:13:48.925,0,True
5,My favorite!,Just buy… you won’t regret!,[],B079V3BX9N,B079V3BX9N,AFVNEEPDEIH5SPUN5BWC6NKL3WNQ,2021-12-31 10:57:49.857,0,True
3,Just okay,I usually purchase Tara’s Salted Caramels but they were out so I purchased these.  I will not purchase as substitute in future. They were just okay.,[],B010VUFV48,B0BPXD91BT,AFVNEEPDEIH5SPUN5BWC6NKL3WNQ,2021-12-31 10:57:07.072,0,True
5,My favorite!,"Absolutely delicious!  Soft, great taste, great packaging!",[],B079TRNVHX,B079TRNVHX,AFVNEEPDEIH5SPUN5BWC6NKL3WNQ,2021-11-17 02:10:28.593,0,True
1,Bioengineered food,The label says that it contains bio engineered food ingredients.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71PrcAh3dvL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71PrcAh3dvL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71PrcAh3dvL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B079TRNVHX,B079TRNVHX,AGQW2VVGIE5EVX6QUHDBHJCAH6PQ,2022-12-06 01:24:25.506,0,True
5,Great flavors,Reasonable price and great quality!,[],B079V8CKDM,B0B9C9DQYR,AFDERBL3G23J5U6HHQBAZLTREKOA,2023-01-07 18:25:12.338,0,True
3,Expensive for average fruit,"The taste was fine,not any different than what I buy in the grocery store and considering each piece of fruit breaks down to about $4 it wasn’t worth it.",[],B002E0RIF4,B08Q1J2TF1,AFDERBL3G23J5U6HHQBAZLTREKOA,2022-01-22 20:25:17.493,0,True
5,Not sticky!!soft and delicious!,My absolute favorite caramels!,[],B079TRNVHX,B079TRNVHX,AFDERBL3G23J5U6HHQBAZLTREKOA,2022-01-15 21:17:28.084,0,True
5,Strong,Very strong but delivered on time and fast and alot of product for the price thank you.,[],B08R5TS912,B09QP4LKYH,AHXSBZT52TCPZUBVCBRICTHWUCBA,2022-11-15 01:59:39.899,0,True
5,Great,These were awesome. Thank you,[],B079TRNVHX,B079TRNVHX,AHXSBZT52TCPZUBVCBRICTHWUCBA,2022-01-12 01:49:25.331,0,True
4,Exploded in shipping,Waited awhile for these not shipping fault there was a major ice storm in TX BUT I do not see a place to contact seller as two of the ginger ones ( the ones I really wanted ) exploded in my box 😢,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1EMpclGJJL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1EMpclGJJL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1EMpclGJJL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08QVF1739,B0BHNDLPN7,AHXSBZT52TCPZUBVCBRICTHWUCBA,2021-02-20 20:57:43.794,0,True
5,Wow so yummy perfect portion,Kraft sure does know there Mac& cheese! I thought I was fix and in love with another brand of preportioned Mac. Until I tried the Kraft. I have had the box before and like but these are delicious kudos. I very much and highly recommend these for all ages. So so scrumptious!,[],B00WI0T4HU,B00WI0T4HU,AHGTHCERTEZUXNBLJ5SWHK2CDLXA,2022-09-26 08:30:17.285,0,True
5,Good stuff for a minute meal,"The Hormel chicken Alfredo actually surprised me . I thought ""this really isn't to bad. The noodles aren't too soggy which I do not like tastes like Alfredo add your pepper of course. I recommend cheap fast little meal.",[],B000OU1Z5A,B08XQJ8L2B,AHGTHCERTEZUXNBLJ5SWHK2CDLXA,2022-07-18 00:41:48.835,1,True
